,Unnamed: 0,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
5967,15223,2008-08-17,2008-08-23,CENTRO OESTE,GOIAS,GASOLINA COMUM,255,R$/l,2.565,0.092,2.28,2.799,0.347,0.036,2.218,0.037,2.1365,2.321,0.017
5968,15224,2008-08-17,2008-08-23,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,147,R$/l,2.605,0.221,2.29,3.09,0.297,0.085,2.308,0.07,2.2281,2.517,0.03
5969,15225,2008-08-17,2008-08-23,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,139,R$/l,2.713,0.077,2.55,2.889,0.438,0.0279999999999999,2.275,0.047,2.1886,2.47,0.021
5970,15226,2008-08-17,2008-08-23,NORDESTE,ALAGOAS,GASOLINA COMUM,107,R$/l,2.753,0.062,2.59,2.93,0.465,0.023,2.288,0.054,2.1105,2.397,0.024
5971,15227,2008-08-17,2008-08-23,NORDESTE,BAHIA,GASOLINA COMUM,420,R$/l,2.674,0.104,2.37,2.954,0.426,0.039,2.248,0.061,2.127,2.5042,0.027
5972,15228,2008-08-17,2008-08-23,NORDESTE,CEARA,GASOLINA COMUM,226,R$/l,2.617,0.098,2.45,2.9,0.343,0.037,2.274,0.036,2.195,2.39,0.016
5973,15229,2008-08-17,2008-08-23,NORDESTE,MARANHAO,GASOLINA COMUM,148,R$/l,2.641,0.102,2.549,2.99,0.422,0.039,2.219,0.056,2.127,2.5193,0.025
5974,15230,2008-08-17,2008-08-23,NORDESTE,PARAIBA,GASOLINA COMUM,130,R$/l,2.434,0.119,2.239,2.73,0.259,0.049,2.175,0.028,2.11,2.26,0.013
5975,15231,2008-08-17,2008-08-23,NORDESTE,PERNAMBUCO,GASOLINA COMUM,339,R$/l,2.602,0.095,2.339,2.935,0.368,0.037,2.234,0.048,2.1003,2.4141,0.021
5976,15232,2008-08-17,2008-08-23,NORDESTE,PIAUI,GASOLINA COMUM,103,R$/l,2.6060000000000003,0.054,2.52,2.79,0.384,0.021,2.222,0.037,2.1527,2.32,0.017
5977,15233,2008-08-17,2008-08-23,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,124,R$/l,2.667,0.03,2.549,2.69,0.478,0.011,2.189,0.037,2.1,2.3042,0.017
5978,15234,2008-08-17,2008-08-23,NORDESTE,SERGIPE,GASOLINA COMUM,64,R$/l,2.525,0.078,2.428,2.77,0.307,0.031,2.218,0.052,2.1266,2.3924,0.023
5979,15235,2008-08-17,2008-08-23,NORTE,ACRE,GASOLINA COMUM,50,R$/l,2.959,0.136,2.88,3.3,0.564,0.046,2.395,0.111,2.3214,2.6064,0.046
5980,15236,2008-08-17,2008-08-23,NORTE,AMAPA,GASOLINA COMUM,35,R$/l,2.608,0.135,2.51,3.0,0.332,0.052,2.276,0.036,2.2565,2.4006,0.016
5981,15237,2008-08-17,2008-08-23,NORTE,AMAZONAS,GASOLINA COMUM,127,R$/l,2.438,0.166,2.29,3.0,0.287,0.068,2.151,0.058,2.05,2.39,0.027
5982,15238,2008-08-17,2008-08-23,NORTE,PARA,GASOLINA COMUM,191,R$/l,2.71,0.154,2.459,3.12,0.352,0.057,2.358,0.044,2.267,2.476,0.019
5983,15239,2008-08-17,2008-08-23,NORTE,RONDONIA,GASOLINA COMUM,104,R$/l,2.72,0.134,2.52,3.19,0.47,0.049,2.25,0.028,2.196,2.34,0.012
5984,15240,2008-08-17,2008-08-23,NORTE,RORAIMA,GASOLINA COMUM,32,R$/l,2.707,0.139,2.6,3.15,0.412,0.051,2.295,0.051,2.1979,2.3883,0.022
5985,15241,2008-08-17,2008-08-23,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.744,0.09,2.469,2.85,0.52,0.033,2.224,0.048,2.124,2.32,0.022
5986,15242,2008-08-17,2008-08-23,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,200,R$/l,2.62,0.083,2.469,2.795,0.351,0.032,2.269,0.046,2.1843,2.4026,0.02
5987,15243,2008-08-17,2008-08-23,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1005,R$/l,2.43,0.139,2.157,2.92,0.286,0.057,2.144,0.046,2.0669,2.3183,0.021
5988,15244,2008-08-17,2008-08-23,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.548,0.126,2.27,3.16,0.277,0.049,2.271,0.058,2.1651,2.4808,0.026
5989,15245,2008-08-17,2008-08-23,SUDESTE,SAO PAULO,GASOLINA COMUM,2384,R$/l,2.405,0.093,2.099,2.799,0.315,0.039,2.09,0.045,1.95,2.2852,0.022
5990,15246,2008-08-17,2008-08-23,SUL,PARANA,GASOLINA COMUM,569,R$/l,2.353,0.12,2.089,2.85,0.247,0.051,2.106,0.052,1.945,2.259,0.025
5991,15247,2008-08-17,2008-08-23,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,616,R$/l,2.591,0.089,2.369,2.86,0.38,0.034,2.211,0.05,2.0689,2.4125,0.023
5992,15248,2008-08-17,2008-08-23,SUL,SANTA CATARINA,GASOLINA COMUM,391,R$/l,2.541,0.081,2.298,2.8110000000000004,0.373,0.032,2.168,0.046,2.0499,2.2997,0.021
5993,15249,2008-08-24,2008-08-30,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,87,R$/l,2.425,0.125,2.24,2.59,0.234,0.052,2.191,0.053,2.098,2.305,0.024
5994,15250,2008-08-24,2008-08-30,CENTRO OESTE,GOIAS,GASOLINA COMUM,257,R$/l,2.567,0.084,2.27,2.799,0.344,0.033,2.223,0.045,2.1559,2.39,0.02
5995,15251,2008-08-24,2008-08-30,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,153,R$/l,2.624,0.205,2.36,3.09,0.309,0.078,2.315,0.072,2.24,2.5443,0.031
5996,15252,2008-08-24,2008-08-30,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,140,R$/l,2.715,0.074,2.54,2.883,0.427,0.027,2.288,0.048,2.187,2.47,0.021
5997,15253,2008-08-24,2008-08-30,NORDESTE,ALAGOAS,GASOLINA COMUM,106,R$/l,2.764,0.053,2.59,2.93,0.46,0.019,2.304,0.05,2.1979,2.376,0.022
5998,15254,2008-08-24,2008-08-30,NORDESTE,BAHIA,GASOLINA COMUM,419,R$/l,2.669,0.111,2.37,2.95,0.421,0.042,2.248,0.062,2.147,2.4787,0.028
5999,15255,2008-08-24,2008-08-30,NORDESTE,CEARA,GASOLINA COMUM,226,R$/l,2.622,0.104,2.52,2.94,0.352,0.04,2.27,0.036,2.18,2.3757,0.016
6000,15256,2008-08-24,2008-08-30,NORDESTE,MARANHAO,GASOLINA COMUM,146,R$/l,2.634,0.102,2.549,2.99,0.414,0.039,2.22,0.058,2.1548,2.5193,0.026
6001,15257,2008-08-24,2008-08-30,NORDESTE,PARAIBA,GASOLINA COMUM,131,R$/l,2.443,0.119,2.23,2.73,0.264,0.049,2.179,0.029,2.11,2.2583,0.013
6002,15258,2008-08-24,2008-08-30,NORDESTE,PERNAMBUCO,GASOLINA COMUM,337,R$/l,2.607,0.09,2.39,2.949,0.367,0.035,2.24,0.046,2.1539,2.4402,0.021
6003,15259,2008-08-24,2008-08-30,NORDESTE,PIAUI,GASOLINA COMUM,103,R$/l,2.632,0.042,2.56,2.73,0.404,0.016,2.228,0.046,2.1,2.3146,0.021
6004,15260,2008-08-24,2008-08-30,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,124,R$/l,2.668,0.032,2.549,2.69,0.482,0.012,2.186,0.038,2.1,2.3042,0.017
6005,15261,2008-08-24,2008-08-30,NORDESTE,SERGIPE,GASOLINA COMUM,65,R$/l,2.528,0.078,2.419,2.77,0.308,0.031,2.22,0.05,2.1288,2.3924,0.023
6006,15262,2008-08-24,2008-08-30,NORTE,ACRE,GASOLINA COMUM,51,R$/l,2.96,0.135,2.9,3.3,0.538,0.046,2.422,0.102,2.322,2.6064,0.042
6007,15263,2008-08-24,2008-08-30,NORTE,AMAPA,GASOLINA COMUM,38,R$/l,2.603,0.132,2.51,3.0,0.329,0.051,2.274,0.032,2.2545,2.4005,0.014
6008,15264,2008-08-24,2008-08-30,NORTE,AMAZONAS,GASOLINA COMUM,129,R$/l,2.421,0.182,2.29,3.0,0.277,0.075,2.144,0.063,2.01,2.39,0.029
6009,15265,2008-08-24,2008-08-30,NORTE,PARA,GASOLINA COMUM,192,R$/l,2.765,0.127,2.459,3.12,0.405,0.046,2.36,0.048,2.1982,2.4776,0.02
6010,15266,2008-08-24,2008-08-30,NORTE,RONDONIA,GASOLINA COMUM,110,R$/l,2.719,0.134,2.55,3.19,0.458,0.049,2.261,0.029,2.205,2.3569,0.013
6011,15267,2008-08-24,2008-08-30,NORTE,RORAIMA,GASOLINA COMUM,32,R$/l,2.709,0.136,2.6,3.15,0.409,0.05,2.3,0.058,2.2077,2.3917,0.025
6012,15268,2008-08-24,2008-08-30,NORTE,TOCANTINS,GASOLINA COMUM,65,R$/l,2.741,0.086,2.469,2.85,0.515,0.031,2.226,0.045,2.124,2.302,0.02
6013,15269,2008-08-24,2008-08-30,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,202,R$/l,2.619,0.084,2.469,2.795,0.347,0.032,2.272,0.044,2.1853,2.4026,0.019
6014,15270,2008-08-24,2008-08-30,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1004,R$/l,2.4290000000000003,0.139,2.157,2.92,0.286,0.057,2.143,0.046,2,2.293,0.021
6015,15271,2008-08-24,2008-08-30,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.546,0.12,2.29,2.899,0.28,0.047,2.266,0.059,2.1533,2.4808,0.026
6016,15272,2008-08-24,2008-08-30,SUDESTE,SAO PAULO,GASOLINA COMUM,2380,R$/l,2.402,0.093,2.099,2.7,0.312,0.039,2.09,0.043,1.95,2.24,0.021
6017,15273,2008-08-24,2008-08-30,SUL,PARANA,GASOLINA COMUM,570,R$/l,2.438,0.083,2.14,2.85,0.312,0.034,2.126,0.049,1.947,2.2448,0.023
6018,15274,2008-08-24,2008-08-30,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,620,R$/l,2.595,0.087,2.39,2.86,0.384,0.034,2.211,0.049,2.068,2.3909,0.022
6019,15275,2008-08-24,2008-08-30,SUL,SANTA CATARINA,GASOLINA COMUM,389,R$/l,2.553,0.071,2.299,2.8110000000000004,0.391,0.0279999999999999,2.162,0.045,2.0537,2.3428,0.021
6020,15276,2008-08-31,2008-09-06,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,87,R$/l,2.553,0.094,2.24,2.599,0.378,0.037,2.175,0.05,2.111,2.3494,0.023
6021,15277,2008-08-31,2008-09-06,CENTRO OESTE,GOIAS,GASOLINA COMUM,262,R$/l,2.57,0.086,2.29,2.99,0.343,0.033,2.227,0.042,2.159,2.3562,0.019
6022,15278,2008-08-31,2008-09-06,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,153,R$/l,2.6710000000000003,0.1689999999999999,2.47,3.09,0.366,0.063,2.305,0.072,2.1998,2.517,0.031
6023,15279,2008-08-31,2008-09-06,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,140,R$/l,2.712,0.08,2.55,2.889,0.427,0.0289999999999999,2.285,0.047,2.1889,2.47,0.021
6024,15280,2008-08-31,2008-09-06,NORDESTE,ALAGOAS,GASOLINA COMUM,107,R$/l,2.757,0.0579999999999999,2.59,2.93,0.463,0.021,2.294,0.05,2.1979,2.402,0.022
6025,15281,2008-08-31,2008-09-06,NORDESTE,BAHIA,GASOLINA COMUM,423,R$/l,2.665,0.1119999999999999,2.36,2.954,0.413,0.042,2.252,0.055,2.16,2.5042,0.024
6026,15282,2008-08-31,2008-09-06,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.622,0.1,2.549,2.93,0.347,0.038,2.275,0.038,2.1939,2.3896,0.017
6027,15283,2008-08-31,2008-09-06,NORDESTE,MARANHAO,GASOLINA COMUM,148,R$/l,2.636,0.104,2.53,2.99,0.413,0.039,2.223,0.058,2.1519,2.523,0.026
6028,15284,2008-08-31,2008-09-06,NORDESTE,PARAIBA,GASOLINA COMUM,132,R$/l,2.424,0.125,2.239,2.73,0.253,0.052,2.171,0.029,2.11,2.2583,0.013
6029,15285,2008-08-31,2008-09-06,NORDESTE,PERNAMBUCO,GASOLINA COMUM,338,R$/l,2.602,0.091,2.39,2.93,0.37,0.035,2.232,0.043,2.1422,2.4063,0.019
6030,15286,2008-08-31,2008-09-06,NORDESTE,PIAUI,GASOLINA COMUM,108,R$/l,2.647,0.035,2.56,2.79,0.408,0.013,2.239,0.041,2.1,2.3102,0.018
6031,15287,2008-08-31,2008-09-06,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,121,R$/l,2.6630000000000003,0.037,2.549,2.69,0.472,0.0139999999999999,2.191,0.034,2.1205,2.2714,0.016
6032,15288,2008-08-31,2008-09-06,NORDESTE,SERGIPE,GASOLINA COMUM,64,R$/l,2.524,0.077,2.428,2.77,0.316,0.031,2.208,0.061,2.02,2.3945,0.028
6033,15289,2008-08-31,2008-09-06,NORTE,ACRE,GASOLINA COMUM,49,R$/l,2.962,0.1369999999999999,2.9,3.3,0.544,0.046,2.418,0.105,2.322,2.6028,0.043
6034,15290,2008-08-31,2008-09-06,NORTE,AMAPA,GASOLINA COMUM,38,R$/l,2.609,0.146,2.51,3.15,0.336,0.0559999999999999,2.273,0.031,2.2545,2.4005,0.014
6035,15291,2008-08-31,2008-09-06,NORTE,AMAZONAS,GASOLINA COMUM,130,R$/l,2.469,0.158,2.33,3.0,0.317,0.064,2.152,0.066,2.05,2.473,0.031
6036,15292,2008-08-31,2008-09-06,NORTE,PARA,GASOLINA COMUM,191,R$/l,2.782,0.12,2.589,3.12,0.422,0.043,2.36,0.043,2.2586,2.4776,0.018
6037,15293,2008-08-31,2008-09-06,NORTE,RONDONIA,GASOLINA COMUM,105,R$/l,2.721,0.1369999999999999,2.55,3.19,0.473,0.05,2.248,0.031,2.196,2.34,0.014
6038,15294,2008-08-31,2008-09-06,NORTE,RORAIMA,GASOLINA COMUM,32,R$/l,2.714,0.1369999999999999,2.6,3.15,0.408,0.05,2.306,0.046,2.2057,2.3883,0.02
6039,15295,2008-08-31,2008-09-06,NORTE,TOCANTINS,GASOLINA COMUM,62,R$/l,2.737,0.089,2.469,2.85,0.506,0.033,2.231,0.047,2.1147,2.3188,0.021
6040,15296,2008-08-31,2008-09-06,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,199,R$/l,2.6210000000000004,0.083,2.469,2.795,0.35,0.032,2.271,0.044,2.1853,2.4026,0.019
6041,15297,2008-08-31,2008-09-06,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1010,R$/l,2.451,0.131,2.155,2.92,0.31,0.053,2.141,0.045,2.024,2.2951,0.021
6042,15298,2008-08-31,2008-09-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.556,0.126,2.299,3.16,0.286,0.049,2.27,0.058,2.1651,2.4808,0.026
6043,15299,2008-08-31,2008-09-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2399,R$/l,2.399,0.094,2.099,2.99,0.311,0.039,2.088,0.044,1.949,2.2677,0.021
6044,15300,2008-08-31,2008-09-06,SUL,PARANA,GASOLINA COMUM,566,R$/l,2.435,0.081,2.17,2.85,0.303,0.033,2.132,0.045,1.964,2.2448,0.021
6045,15301,2008-08-31,2008-09-06,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,617,R$/l,2.592,0.087,2.35,2.86,0.381,0.034,2.211,0.05,2.068,2.3909,0.023
6046,15302,2008-08-31,2008-09-06,SUL,SANTA CATARINA,GASOLINA COMUM,388,R$/l,2.553,0.072,2.279,2.8110000000000004,0.391,0.0279999999999999,2.162,0.049,2.057,2.3312,0.023
6047,15303,2008-09-07,2008-09-13,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,89,R$/l,2.419,0.118,2.18,2.59,0.263,0.049,2.156,0.038,2.101,2.2333,0.018
6048,15304,2008-09-07,2008-09-13,CENTRO OESTE,GOIAS,GASOLINA COMUM,263,R$/l,2.565,0.083,2.36,2.799,0.327,0.032,2.238,0.04,2.1647,2.3297,0.018
6049,15305,2008-09-07,2008-09-13,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,148,R$/l,2.668,0.171,2.47,3.09,0.35,0.064,2.318,0.069,2.24,2.517,0.03
6050,15306,2008-09-07,2008-09-13,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,140,R$/l,2.7110000000000003,0.075,2.54,2.879,0.425,0.0279999999999999,2.286,0.046,2.1903,2.47,0.02
6051,15307,2008-09-07,2008-09-13,NORDESTE,ALAGOAS,GASOLINA COMUM,104,R$/l,2.764,0.053,2.59,2.93,0.462,0.019,2.302,0.049,2.1851,2.402,0.021
6052,15308,2008-09-07,2008-09-13,NORDESTE,BAHIA,GASOLINA COMUM,420,R$/l,2.659,0.1169999999999999,2.37,2.95,0.408,0.044,2.251,0.062,2.16,2.4787,0.028
6053,15309,2008-09-07,2008-09-13,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.61,0.104,2.45,2.9,0.341,0.04,2.269,0.038,2.195,2.376,0.017
6054,15310,2008-09-07,2008-09-13,NORDESTE,MARANHAO,GASOLINA COMUM,148,R$/l,2.63,0.104,2.539,2.99,0.411,0.04,2.219,0.048,2.1503,2.3588,0.022
6055,15311,2008-09-07,2008-09-13,NORDESTE,PARAIBA,GASOLINA COMUM,130,R$/l,2.436,0.12,2.239,2.73,0.259,0.049,2.177,0.028,2.11,2.2583,0.013
6056,15312,2008-09-07,2008-09-13,NORDESTE,PERNAMBUCO,GASOLINA COMUM,338,R$/l,2.608,0.092,2.39,2.949,0.378,0.035,2.23,0.048,2.11,2.4372,0.022
6057,15313,2008-09-07,2008-09-13,NORDESTE,PIAUI,GASOLINA COMUM,106,R$/l,2.643,0.033,2.55,2.73,0.385,0.012,2.258,0.038,2.1594,2.35,0.017
6058,15314,2008-09-07,2008-09-13,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,121,R$/l,2.6630000000000003,0.038,2.549,2.69,0.472,0.0139999999999999,2.191,0.039,2.1,2.3217,0.018
6059,15315,2008-09-07,2008-09-13,NORDESTE,SERGIPE,GASOLINA COMUM,64,R$/l,2.527,0.076,2.419,2.77,0.308,0.03,2.219,0.045,2.1552,2.3698,0.02
6060,15316,2008-09-07,2008-09-13,NORTE,ACRE,GASOLINA COMUM,49,R$/l,2.963,0.136,2.9,3.3,0.529,0.046,2.434,0.104,2.3314,2.6163,0.043
6061,15317,2008-09-07,2008-09-13,NORTE,AMAPA,GASOLINA COMUM,38,R$/l,2.605,0.135,2.51,3.0,0.33,0.052,2.275,0.031,2.2545,2.4045,0.014
6062,15318,2008-09-07,2008-09-13,NORTE,AMAZONAS,GASOLINA COMUM,130,R$/l,2.472,0.157,2.38,3.0,0.326,0.064,2.146,0.061,2.05,2.39,0.028
6063,15319,2008-09-07,2008-09-13,NORTE,PARA,GASOLINA COMUM,194,R$/l,2.784,0.1169999999999999,2.56,3.12,0.423,0.042,2.361,0.043,2.2674,2.4778,0.018
6064,15320,2008-09-07,2008-09-13,NORTE,RONDONIA,GASOLINA COMUM,109,R$/l,2.71,0.146,2.48,3.19,0.451,0.054,2.259,0.037,2.205,2.398,0.016
6065,15321,2008-09-07,2008-09-13,NORTE,RORAIMA,GASOLINA COMUM,31,R$/l,2.714,0.138,2.6,3.15,0.422,0.051,2.292,0.064,2.17,2.3961,0.028
6066,15322,2008-09-07,2008-09-13,NORTE,TOCANTINS,GASOLINA COMUM,60,R$/l,2.7310000000000003,0.089,2.469,2.85,0.498,0.033,2.233,0.046,2.17,2.3024,0.021
6067,15323,2008-09-07,2008-09-13,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,191,R$/l,2.627,0.0819999999999999,2.469,2.795,0.357,0.031,2.27,0.045,2.1799,2.4026,0.02
6068,15324,2008-09-07,2008-09-13,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1002,R$/l,2.451,0.132,2.157,2.92,0.307,0.054,2.144,0.047,2.007,2.331,0.022
6069,15325,2008-09-07,2008-09-13,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.5540000000000003,0.118,2.29,2.899,0.285,0.046,2.269,0.056,2.1651,2.4808,0.025
6070,15326,2008-09-07,2008-09-13,SUDESTE,SAO PAULO,GASOLINA COMUM,2386,R$/l,2.405,0.092,2.169,2.7,0.316,0.038,2.089,0.045,1.937,2.287,0.022
6071,15327,2008-09-07,2008-09-13,SUL,PARANA,GASOLINA COMUM,570,R$/l,2.441,0.079,2.22,2.85,0.299,0.032,2.142,0.043,1.964,2.2658,0.02
6072,15328,2008-09-07,2008-09-13,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,621,R$/l,2.591,0.089,2.35,2.86,0.378,0.034,2.213,0.052,2.0693,2.3946,0.023
6073,15329,2008-09-07,2008-09-13,SUL,SANTA CATARINA,GASOLINA COMUM,389,R$/l,2.555,0.072,2.299,2.8110000000000004,0.385,0.0279999999999999,2.17,0.046,2.057,2.3505,0.021
6074,15330,2008-09-14,2008-09-20,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,88,R$/l,2.38,0.1159999999999999,2.1790000000000003,2.59,0.22,0.049,2.16,0.048,2.0945,2.2675,0.022
6075,15331,2008-09-14,2008-09-20,CENTRO OESTE,GOIAS,GASOLINA COMUM,256,R$/l,2.565,0.09,2.27,2.799,0.326,0.035,2.239,0.038,2.1647,2.3206,0.017
6076,15332,2008-09-14,2008-09-20,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,148,R$/l,2.6630000000000003,0.173,2.47,3.09,0.356,0.065,2.307,0.071,2.112,2.5,0.031
6077,15333,2008-09-14,2008-09-20,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,140,R$/l,2.7110000000000003,0.077,2.56,2.899,0.431,0.0279999999999999,2.28,0.048,2.1903,2.47,0.021
6078,15334,2008-09-14,2008-09-20,NORDESTE,ALAGOAS,GASOLINA COMUM,105,R$/l,2.754,0.061,2.59,2.93,0.464,0.022,2.29,0.05,2.1979,2.3917,0.022
6079,15335,2008-09-14,2008-09-20,NORDESTE,BAHIA,GASOLINA COMUM,420,R$/l,2.656,0.115,2.37,2.954,0.407,0.043,2.249,0.057,2.12,2.5042,0.025
6080,15336,2008-09-14,2008-09-20,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.612,0.105,2.47,2.9,0.342,0.04,2.27,0.041,2.1934,2.408,0.018
6081,15337,2008-09-14,2008-09-20,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.634,0.11,2.53,2.99,0.408,0.042,2.226,0.045,2.1512,2.3513,0.02
6082,15338,2008-09-14,2008-09-20,NORDESTE,PARAIBA,GASOLINA COMUM,131,R$/l,2.418,0.135,2.199,2.73,0.252,0.0559999999999999,2.166,0.033,2.1,2.2583,0.015
6083,15339,2008-09-14,2008-09-20,NORDESTE,PERNAMBUCO,GASOLINA COMUM,338,R$/l,2.605,0.09,2.39,2.93,0.372,0.035,2.233,0.052,2.11,2.4141,0.023
6084,15340,2008-09-14,2008-09-20,NORDESTE,PIAUI,GASOLINA COMUM,106,R$/l,2.622,0.05,2.5,2.79,0.373,0.019,2.249,0.039,2.1528,2.35,0.017
6085,15341,2008-09-14,2008-09-20,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,122,R$/l,2.6630000000000003,0.038,2.549,2.69,0.479,0.0139999999999999,2.184,0.038,2.08,2.2714,0.017
6086,15342,2008-09-14,2008-09-20,NORDESTE,SERGIPE,GASOLINA COMUM,62,R$/l,2.528,0.077,2.428,2.77,0.3,0.03,2.228,0.053,2.1597,2.3972,0.024
6087,15343,2008-09-14,2008-09-20,NORTE,ACRE,GASOLINA COMUM,54,R$/l,2.962,0.134,2.9,3.3,0.537,0.045,2.425,0.129,2.3314,2.7528,0.053
6088,15344,2008-09-14,2008-09-20,NORTE,AMAPA,GASOLINA COMUM,39,R$/l,2.605,0.135,2.51,3.0,0.332,0.052,2.273,0.033,2.2535,2.417,0.015
6089,15345,2008-09-14,2008-09-20,NORTE,AMAZONAS,GASOLINA COMUM,135,R$/l,2.46,0.159,2.33,3.0,0.308,0.065,2.152,0.064,2.05,2.4609,0.03
6090,15346,2008-09-14,2008-09-20,NORTE,PARA,GASOLINA COMUM,193,R$/l,2.782,0.12,2.459,3.12,0.413,0.043,2.369,0.041,2.2685,2.4778,0.017
6091,15347,2008-09-14,2008-09-20,NORTE,RONDONIA,GASOLINA COMUM,106,R$/l,2.7110000000000003,0.141,2.489,3.19,0.469,0.052,2.242,0.025,2.1977,2.3305,0.011
6092,15348,2008-09-14,2008-09-20,NORTE,RORAIMA,GASOLINA COMUM,32,R$/l,2.708,0.139,2.6,3.15,0.405,0.051,2.303,0.063,2.13,2.3883,0.027
6093,15349,2008-09-14,2008-09-20,NORTE,TOCANTINS,GASOLINA COMUM,67,R$/l,2.7430000000000003,0.085,2.469,2.85,0.519,0.031,2.224,0.045,2.124,2.3017,0.02
6094,15350,2008-09-14,2008-09-20,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,201,R$/l,2.633,0.081,2.469,2.795,0.362,0.031,2.271,0.041,2.19,2.4069,0.018
6095,15351,2008-09-14,2008-09-20,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1000,R$/l,2.4530000000000003,0.132,2.157,2.92,0.307,0.054,2.146,0.045,2.05,2.331,0.021
6096,15352,2008-09-14,2008-09-20,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.551,0.126,2.29,3.189,0.284,0.049,2.267,0.058,2.14,2.4572,0.026
6097,15353,2008-09-14,2008-09-20,SUDESTE,SAO PAULO,GASOLINA COMUM,2393,R$/l,2.404,0.095,2.149,2.749,0.315,0.04,2.089,0.045,1.949,2.2595,0.022
6098,15354,2008-09-14,2008-09-20,SUL,PARANA,GASOLINA COMUM,569,R$/l,2.444,0.075,2.23,2.85,0.3,0.031,2.144,0.043,2.05,2.345,0.02
6099,15355,2008-09-14,2008-09-20,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,619,R$/l,2.591,0.089,2.35,2.86,0.379,0.034,2.212,0.052,2.0266,2.412,0.024
6100,15356,2008-09-14,2008-09-20,SUL,SANTA CATARINA,GASOLINA COMUM,390,R$/l,2.557,0.07,2.259,2.8110000000000004,0.391,0.027,2.166,0.05,2.019,2.3434,0.023
6101,15357,2008-09-21,2008-09-27,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,88,R$/l,2.357,0.09,2.17,2.59,0.209,0.038,2.148,0.037,2.0951,2.256,0.017
6102,15358,2008-09-21,2008-09-27,CENTRO OESTE,GOIAS,GASOLINA COMUM,256,R$/l,2.559,0.09,2.36,2.799,0.32,0.035,2.239,0.038,2.1581,2.3206,0.017
