,Unnamed: 0,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
0,9256,2004-05-09,2004-05-15,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,128,R$/l,2.029,0.0069999999999999,1.99,2.07,0.318,0.003,1.711,0.02,1.651,1.7427,0.012
1,9257,2004-05-09,2004-05-15,CENTRO OESTE,GOIAS,GASOLINA COMUM,395,R$/l,2.025,0.062,1.85,2.22,0.296,0.031,1.729,0.036,1.6643,1.915,0.021
2,9258,2004-05-09,2004-05-15,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,194,R$/l,2.358,0.066,2.0,2.54,0.472,0.0279999999999999,1.886,0.068,1.75,2.0713,0.036
3,9259,2004-05-09,2004-05-15,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,166,R$/l,2.12,0.075,1.97,2.44,0.325,0.035,1.795,0.033,1.70701,1.9703,0.018
4,9260,2004-05-09,2004-05-15,NORDESTE,ALAGOAS,GASOLINA COMUM,106,R$/l,2.09,0.034,2.0,2.1590000000000003,0.35,0.016,1.74,0.042,1.6789,1.918,0.024
5,9261,2004-05-09,2004-05-15,NORDESTE,BAHIA,GASOLINA COMUM,482,R$/l,2.04,0.113,1.78,2.298,0.31,0.055,1.73,0.044,1.6134,1.8717,0.025
6,9262,2004-05-09,2004-05-15,NORDESTE,CEARA,GASOLINA COMUM,321,R$/l,2.148,0.08,1.93,2.34,0.344,0.037,1.804,0.034,1.715,1.937,0.019
7,9263,2004-05-09,2004-05-15,NORDESTE,MARANHAO,GASOLINA COMUM,189,R$/l,2.089,0.098,1.7,2.4,0.35,0.047,1.739,0.039,1.614,1.8793,0.022
8,9264,2004-05-09,2004-05-15,NORDESTE,PARAIBA,GASOLINA COMUM,146,R$/l,1.989,0.073,1.69,2.12,0.322,0.037,1.667,0.03,1.5855,1.7357,0.018
9,9265,2004-05-09,2004-05-15,NORDESTE,PERNAMBUCO,GASOLINA COMUM,478,R$/l,2.008,0.068,1.83,2.3,0.282,0.034,1.726,0.044,1.66,2.0351,0.025
10,9266,2004-05-09,2004-05-15,NORDESTE,PIAUI,GASOLINA COMUM,97,R$/l,2.099,0.074,1.98,2.22,0.36,0.035,1.739,0.031,1.67,1.815,0.018
11,9267,2004-05-09,2004-05-15,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,145,R$/l,1.98,0.042,1.82,2.15,0.265,0.021,1.715,0.028,1.6577,1.7979,0.016
12,9268,2004-05-09,2004-05-15,NORDESTE,SERGIPE,GASOLINA COMUM,67,R$/l,1.968,0.045,1.88,2.082,0.234,0.023,1.734,0.029,1.6895,1.867,0.017
13,9269,2004-05-09,2004-05-15,NORTE,ACRE,GASOLINA COMUM,48,R$/l,2.388,0.166,1.85,2.85,0.545,0.07,1.843,0.035,1.765,1.8799,0.019
14,9270,2004-05-09,2004-05-15,NORTE,AMAPA,GASOLINA COMUM,45,R$/l,2.175,0.05,2.08,2.31,0.29,0.023,1.885,0.015,1.8632,1.9388,0.008
15,9271,2004-05-09,2004-05-15,NORTE,AMAZONAS,GASOLINA COMUM,129,R$/l,2.044,0.098,1.77,2.4,0.338,0.048,1.706,0.036,1.61,1.9,0.021
16,9272,2004-05-09,2004-05-15,NORTE,PARA,GASOLINA COMUM,207,R$/l,2.332,0.136,1.99,2.62,0.397,0.0579999999999999,1.935,0.049,1.7796,2.0879,0.025
17,9273,2004-05-09,2004-05-15,NORTE,RONDONIA,GASOLINA COMUM,106,R$/l,2.336,0.114,2.12,2.78,0.53,0.049,1.806,0.038,1.699,1.91,0.021
18,9274,2004-05-09,2004-05-15,NORTE,RORAIMA,GASOLINA COMUM,51,R$/l,1.995,0.0289999999999999,1.9,2.04,0.344,0.015,1.651,0.051,1.465,1.708,0.031
19,9275,2004-05-09,2004-05-15,NORTE,TOCANTINS,GASOLINA COMUM,78,R$/l,2.089,0.115,1.75,2.29,0.365,0.055,1.724,0.05,1.627,1.8657,0.029
20,9276,2004-05-09,2004-05-15,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,314,R$/l,2.026,0.073,1.79,2.167,0.287,0.036,1.739,0.042,1.61,1.96,0.024
21,9277,2004-05-09,2004-05-15,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1283,R$/l,1.981,0.102,1.75,2.274,0.283,0.051,1.698,0.044,1.495,1.92,0.026
22,9278,2004-05-09,2004-05-15,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,1071,R$/l,2.045,0.109,1.7,2.599,0.254,0.053,1.791,0.047,1.6363,1.9594,0.026
23,9279,2004-05-09,2004-05-15,SUDESTE,SAO PAULO,GASOLINA COMUM,4107,R$/l,1.891,0.1009999999999999,1.57,2.399,0.235,0.053,1.656,0.064,1.38,1.944,0.039
24,9280,2004-05-09,2004-05-15,SUL,PARANA,GASOLINA COMUM,767,R$/l,1.966,0.074,1.791,2.5,0.238,0.038,1.728,0.04,1.5101,1.9589,0.023
25,9281,2004-05-09,2004-05-15,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,809,R$/l,2.135,0.1159999999999999,1.858,2.349,0.342,0.054,1.793,0.052,1.69,2.188,0.029
26,9282,2004-05-09,2004-05-15,SUL,SANTA CATARINA,GASOLINA COMUM,513,R$/l,2.07,0.065,1.77,2.199,0.352,0.031,1.718,0.044,1.639,2.1309,0.026
27,9283,2004-05-16,2004-05-22,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,144,R$/l,2.025,0.019,1.84,2.07,0.309,0.009,1.716,0.03,1.645,1.985,0.017
28,9284,2004-05-16,2004-05-22,CENTRO OESTE,GOIAS,GASOLINA COMUM,388,R$/l,2.027,0.0579999999999999,1.85,2.22,0.296,0.0289999999999999,1.731,0.041,1.6639,1.985,0.024
29,9285,2004-05-16,2004-05-22,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,201,R$/l,2.354,0.069,2.1,2.56,0.47,0.0289999999999999,1.884,0.064,1.7103,2.0769,0.034
30,9286,2004-05-16,2004-05-22,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,177,R$/l,2.114,0.077,1.96,2.199,0.319,0.036,1.795,0.036,1.707,1.9703,0.02
31,9287,2004-05-16,2004-05-22,NORDESTE,ALAGOAS,GASOLINA COMUM,109,R$/l,2.089,0.035,2.0,2.17,0.351,0.017,1.738,0.034,1.67,1.8874,0.02
32,9288,2004-05-16,2004-05-22,NORDESTE,BAHIA,GASOLINA COMUM,487,R$/l,2.045,0.1159999999999999,1.78,2.2880000000000003,0.316,0.057,1.729,0.042,1.6161,1.8717,0.024
33,9289,2004-05-16,2004-05-22,NORDESTE,CEARA,GASOLINA COMUM,321,R$/l,2.147,0.08,1.93,2.34,0.338,0.037,1.809,0.035,1.7281,1.937,0.019
34,9290,2004-05-16,2004-05-22,NORDESTE,MARANHAO,GASOLINA COMUM,192,R$/l,2.07,0.148,1.69,2.4,0.346,0.071,1.724,0.047,1.6,1.8793,0.027
35,9291,2004-05-16,2004-05-22,NORDESTE,PARAIBA,GASOLINA COMUM,142,R$/l,1.987,0.075,1.69,2.12,0.316,0.038,1.671,0.032,1.5855,1.7477,0.019
36,9292,2004-05-16,2004-05-22,NORDESTE,PERNAMBUCO,GASOLINA COMUM,487,R$/l,2.012,0.068,1.83,2.26,0.283,0.034,1.729,0.038,1.66,1.94,0.022
37,9293,2004-05-16,2004-05-22,NORDESTE,PIAUI,GASOLINA COMUM,106,R$/l,2.099,0.073,1.98,2.22,0.359,0.035,1.74,0.033,1.6708,1.9,0.019
38,9294,2004-05-16,2004-05-22,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,136,R$/l,1.97,0.036,1.79,2.03,0.25,0.018,1.72,0.029,1.65,1.82,0.017
39,9295,2004-05-16,2004-05-22,NORDESTE,SERGIPE,GASOLINA COMUM,61,R$/l,1.969,0.047,1.88,2.02,0.239,0.024,1.73,0.025,1.6619,1.8178,0.014
40,9296,2004-05-16,2004-05-22,NORTE,ACRE,GASOLINA COMUM,49,R$/l,2.438,0.165,2.25,2.85,0.584,0.068,1.854,0.05,1.7,1.906,0.027
41,9297,2004-05-16,2004-05-22,NORTE,AMAPA,GASOLINA COMUM,51,R$/l,2.235,0.111,2.08,2.5,0.353,0.05,1.882,0.02,1.836,1.9388,0.011
42,9298,2004-05-16,2004-05-22,NORTE,AMAZONAS,GASOLINA COMUM,127,R$/l,2.042,0.104,1.79,2.4,0.343,0.051,1.699,0.029,1.61,1.785,0.017
43,9299,2004-05-16,2004-05-22,NORTE,PARA,GASOLINA COMUM,212,R$/l,2.329,0.147,1.89,2.62,0.385,0.063,1.944,0.051,1.8353,2.1225,0.026
44,9300,2004-05-16,2004-05-22,NORTE,RONDONIA,GASOLINA COMUM,106,R$/l,2.326,0.11,2.09,2.78,0.521,0.047,1.805,0.041,1.693,1.91,0.023
45,9301,2004-05-16,2004-05-22,NORTE,RORAIMA,GASOLINA COMUM,51,R$/l,1.995,0.0289999999999999,1.9,2.04,0.346,0.015,1.649,0.054,1.465,1.708,0.033
46,9302,2004-05-16,2004-05-22,NORTE,TOCANTINS,GASOLINA COMUM,78,R$/l,2.091,0.114,1.75,2.29,0.374,0.055,1.717,0.05,1.636,1.8657,0.029
47,9303,2004-05-16,2004-05-22,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,315,R$/l,2.014,0.074,1.77,2.167,0.274,0.037,1.74,0.04,1.61,1.96,0.023
48,9304,2004-05-16,2004-05-22,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1283,R$/l,1.978,0.1009999999999999,1.74,2.25,0.285,0.051,1.693,0.061,1.1456,1.963,0.036
49,9305,2004-05-16,2004-05-22,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,1055,R$/l,2.04,0.113,1.7,2.599,0.252,0.055,1.788,0.049,1.5943,1.99651,0.027
50,9306,2004-05-16,2004-05-22,SUDESTE,SAO PAULO,GASOLINA COMUM,4133,R$/l,1.888,0.1009999999999999,1.54,2.22,0.233,0.053,1.655,0.063,1.38,1.9319,0.038
51,9307,2004-05-16,2004-05-22,SUL,PARANA,GASOLINA COMUM,773,R$/l,1.961,0.079,1.749,2.5,0.232,0.04,1.729,0.041,1.565,2.0075,0.024
52,9308,2004-05-16,2004-05-22,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,802,R$/l,2.136,0.1169999999999999,1.85,2.349,0.344,0.055,1.792,0.049,1.68,2.029,0.027
53,9309,2004-05-16,2004-05-22,SUL,SANTA CATARINA,GASOLINA COMUM,517,R$/l,2.067,0.065,1.86,2.188,0.344,0.031,1.723,0.045,1.64,2.1312,0.026
54,9310,2004-05-23,2004-05-29,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,129,R$/l,2.024,0.019,1.879,2.07,0.3,0.009,1.724,0.025,1.6458,1.769,0.015
55,9311,2004-05-23,2004-05-29,CENTRO OESTE,GOIAS,GASOLINA COMUM,396,R$/l,2.028,0.055,1.85,2.22,0.302,0.027,1.726,0.036,1.66,2.0051,0.021
56,9312,2004-05-23,2004-05-29,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,200,R$/l,2.36,0.069,2.18,2.56,0.473,0.0289999999999999,1.887,0.07,1.715,2.0769,0.037
57,9313,2004-05-23,2004-05-29,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,167,R$/l,2.114,0.077,1.95,2.21,0.32,0.036,1.794,0.036,1.704,1.9703,0.02
58,9314,2004-05-23,2004-05-29,NORDESTE,ALAGOAS,GASOLINA COMUM,107,R$/l,2.089,0.035,2.0,2.17,0.367,0.017,1.722,0.035,1.66,1.8874,0.02
59,9315,2004-05-23,2004-05-29,NORDESTE,BAHIA,GASOLINA COMUM,481,R$/l,2.045,0.12,1.78,2.32,0.322,0.059,1.723,0.038,1.6134,1.8717,0.022
60,9316,2004-05-23,2004-05-29,NORDESTE,CEARA,GASOLINA COMUM,329,R$/l,2.147,0.079,1.93,2.34,0.34,0.037,1.807,0.035,1.695,1.937,0.019
61,9317,2004-05-23,2004-05-29,NORDESTE,MARANHAO,GASOLINA COMUM,192,R$/l,2.067,0.146,1.65,2.4,0.34,0.071,1.727,0.062,1.5723,1.8793,0.036
62,9318,2004-05-23,2004-05-29,NORDESTE,PARAIBA,GASOLINA COMUM,145,R$/l,1.99,0.069,1.69,2.12,0.318,0.035,1.672,0.03,1.5855,1.739,0.018
63,9319,2004-05-23,2004-05-29,NORDESTE,PERNAMBUCO,GASOLINA COMUM,478,R$/l,1.967,0.099,1.79,2.26,0.242,0.05,1.725,0.038,1.66,1.94,0.022
64,9320,2004-05-23,2004-05-29,NORDESTE,PIAUI,GASOLINA COMUM,102,R$/l,2.099,0.075,1.94,2.22,0.367,0.036,1.732,0.035,1.66,1.9,0.02
65,9321,2004-05-23,2004-05-29,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,142,R$/l,1.969,0.038,1.82,2.06,0.25,0.019,1.719,0.029,1.65,1.7751,0.017
66,9322,2004-05-23,2004-05-29,NORDESTE,SERGIPE,GASOLINA COMUM,67,R$/l,1.967,0.048,1.88,2.082,0.244,0.024,1.723,0.024,1.6617,1.8167,0.014
67,9323,2004-05-23,2004-05-29,NORTE,ACRE,GASOLINA COMUM,50,R$/l,2.438,0.1639999999999999,2.25,2.85,0.61,0.067,1.828,0.049,1.76,1.906,0.027
68,9324,2004-05-23,2004-05-29,NORTE,AMAPA,GASOLINA COMUM,51,R$/l,2.235,0.111,2.08,2.5,0.352,0.05,1.883,0.014,1.847,1.9061,0.007
69,9325,2004-05-23,2004-05-29,NORTE,AMAZONAS,GASOLINA COMUM,129,R$/l,2.05,0.103,1.8,2.4,0.348,0.05,1.702,0.035,1.59,1.9,0.021
70,9326,2004-05-23,2004-05-29,NORTE,PARA,GASOLINA COMUM,205,R$/l,2.3280000000000003,0.151,1.95,2.62,0.397,0.065,1.931,0.05,1.8303,2.1175,0.026
71,9327,2004-05-23,2004-05-29,NORTE,RONDONIA,GASOLINA COMUM,103,R$/l,2.339,0.115,2.15,2.78,0.531,0.049,1.808,0.04,1.6973,1.91,0.022
72,9328,2004-05-23,2004-05-29,NORTE,RORAIMA,GASOLINA COMUM,50,R$/l,1.995,0.0289999999999999,1.9,2.04,0.362,0.015,1.633,0.05,1.465,1.708,0.031
73,9329,2004-05-23,2004-05-29,NORTE,TOCANTINS,GASOLINA COMUM,78,R$/l,2.101,0.114,1.839,2.5,0.379,0.054,1.722,0.053,1.5613,1.8651,0.031
74,9330,2004-05-23,2004-05-29,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,315,R$/l,2.019,0.072,1.79,2.167,0.278,0.036,1.741,0.041,1.61,1.9802,0.024
75,9331,2004-05-23,2004-05-29,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1304,R$/l,1.98,0.099,1.739,2.274,0.276,0.05,1.704,0.043,1.6,1.94,0.025
76,9332,2004-05-23,2004-05-29,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,1091,R$/l,2.042,0.108,1.7,2.599,0.252,0.053,1.79,0.046,1.63596,2.2137,0.026
77,9333,2004-05-23,2004-05-29,SUDESTE,SAO PAULO,GASOLINA COMUM,4139,R$/l,1.894,0.095,1.57,2.399,0.234,0.05,1.66,0.065,1.39,1.9291,0.039
78,9334,2004-05-23,2004-05-29,SUL,PARANA,GASOLINA COMUM,775,R$/l,1.963,0.09,1.72,2.5,0.227,0.046,1.736,0.041,1.5127,1.94,0.024
79,9335,2004-05-23,2004-05-29,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,809,R$/l,2.133,0.122,1.79,2.349,0.337,0.057,1.796,0.05,1.6692,2.0492,0.028
80,9336,2004-05-23,2004-05-29,SUL,SANTA CATARINA,GASOLINA COMUM,521,R$/l,2.065,0.066,1.8,2.21,0.341,0.032,1.724,0.048,1.615,2.1511,0.028
81,9337,2004-05-30,2004-06-05,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,144,R$/l,2.059,0.036,1.73,2.08,0.32,0.017,1.739,0.036,1.668,2.0355,0.021
82,9338,2004-05-30,2004-06-05,CENTRO OESTE,GOIAS,GASOLINA COMUM,387,R$/l,2.033,0.059,1.85,2.22,0.291,0.0289999999999999,1.742,0.042,1.668,2.0254,0.024
83,9339,2004-05-30,2004-06-05,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,199,R$/l,2.365,0.075,2.18,2.65,0.474,0.032,1.891,0.063,1.78,2.0769,0.033
84,9340,2004-05-30,2004-06-05,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,180,R$/l,2.129,0.087,1.94,2.24,0.33,0.0409999999999999,1.799,0.037,1.704,1.9845,0.021
85,9341,2004-05-30,2004-06-05,NORDESTE,ALAGOAS,GASOLINA COMUM,108,R$/l,2.089,0.037,2.0,2.19,0.366,0.018,1.723,0.042,1.648,1.9376,0.024
86,9342,2004-05-30,2004-06-05,NORDESTE,BAHIA,GASOLINA COMUM,488,R$/l,2.044,0.122,1.78,2.32,0.317,0.06,1.727,0.044,1.6161,1.859,0.025
87,9343,2004-05-30,2004-06-05,NORDESTE,CEARA,GASOLINA COMUM,317,R$/l,2.148,0.08,1.93,2.34,0.338,0.037,1.81,0.034,1.695,1.937,0.019
88,9344,2004-05-30,2004-06-05,NORDESTE,MARANHAO,GASOLINA COMUM,192,R$/l,2.075,0.105,1.7,2.4,0.356,0.051,1.719,0.056,1.5713,1.8793,0.033
89,9345,2004-05-30,2004-06-05,NORDESTE,PARAIBA,GASOLINA COMUM,141,R$/l,1.999,0.053,1.85,2.12,0.326,0.027,1.673,0.035,1.5855,1.7644,0.021
90,9346,2004-05-30,2004-06-05,NORDESTE,PERNAMBUCO,GASOLINA COMUM,482,R$/l,1.966,0.121,1.77,2.26,0.238,0.062,1.728,0.041,1.6563,2.005,0.024
91,9347,2004-05-30,2004-06-05,NORDESTE,PIAUI,GASOLINA COMUM,107,R$/l,2.097,0.074,1.98,2.22,0.358,0.035,1.739,0.033,1.66,1.9,0.019
92,9348,2004-05-30,2004-06-05,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,132,R$/l,1.951,0.051,1.79,2.02,0.237,0.026,1.714,0.029,1.65,1.7777,0.017
93,9349,2004-05-30,2004-06-05,NORDESTE,SERGIPE,GASOLINA COMUM,61,R$/l,1.967,0.048,1.879,2.02,0.236,0.024,1.731,0.031,1.65,1.8177,0.018
94,9350,2004-05-30,2004-06-05,NORTE,ACRE,GASOLINA COMUM,50,R$/l,2.435,0.1639999999999999,2.2,2.85,0.596,0.067,1.839,0.052,1.736,1.906,0.028
95,9351,2004-05-30,2004-06-05,NORTE,AMAPA,GASOLINA COMUM,50,R$/l,2.291,0.126,2.08,2.6,0.42,0.055,1.871,0.014,1.8497,1.9022,0.007
96,9352,2004-05-30,2004-06-05,NORTE,AMAZONAS,GASOLINA COMUM,127,R$/l,2.044,0.107,1.79,2.4,0.342,0.052,1.702,0.034,1.61,1.9,0.02
97,9353,2004-05-30,2004-06-05,NORTE,PARA,GASOLINA COMUM,211,R$/l,2.3280000000000003,0.149,1.95,2.62,0.396,0.064,1.932,0.047,1.82,2.1175,0.024
98,9354,2004-05-30,2004-06-05,NORTE,RONDONIA,GASOLINA COMUM,106,R$/l,2.336,0.115,2.03,2.78,0.526,0.049,1.81,0.046,1.6923,1.91,0.025
99,9355,2004-05-30,2004-06-05,NORTE,RORAIMA,GASOLINA COMUM,48,R$/l,1.995,0.03,1.9,2.04,0.35,0.015,1.645,0.051,1.465,1.708,0.031
100,9356,2004-05-30,2004-06-05,NORTE,TOCANTINS,GASOLINA COMUM,78,R$/l,2.107,0.104,1.839,2.28,0.354,0.049,1.753,0.061,1.646,1.882,0.035
101,9357,2004-05-30,2004-06-05,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,312,R$/l,2.033,0.077,1.79,2.167,0.289,0.038,1.744,0.043,1.61,1.9903,0.025
102,9358,2004-05-30,2004-06-05,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1298,R$/l,1.995,0.094,1.768,2.25,0.278,0.047,1.717,0.044,1.602,1.963,0.026
103,9359,2004-05-30,2004-06-05,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,1055,R$/l,2.053,0.111,1.73,2.599,0.251,0.054,1.802,0.055,1.64,2.21425,0.031
104,9360,2004-05-30,2004-06-05,SUDESTE,SAO PAULO,GASOLINA COMUM,4139,R$/l,1.912,0.094,1.529,2.199,0.235,0.049,1.677,0.068,1.39,1.9733,0.041
105,9361,2004-05-30,2004-06-05,SUL,PARANA,GASOLINA COMUM,771,R$/l,1.993,0.061,1.78,2.45,0.246,0.031,1.747,0.046,1.65,1.998,0.026
106,9362,2004-05-30,2004-06-05,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,809,R$/l,2.157,0.115,1.789,2.358,0.339,0.053,1.818,0.053,1.69,2.0693,0.029
107,9363,2004-05-30,2004-06-05,SUL,SANTA CATARINA,GASOLINA COMUM,515,R$/l,2.08,0.063,1.89,2.19,0.335,0.03,1.745,0.052,1.6444,2.1715,0.03
108,9364,2004-06-06,2004-06-12,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,129,R$/l,2.0540000000000003,0.048,1.84,2.08,0.307,0.023,1.747,0.024,1.608,1.7848,0.014
109,9365,2004-06-06,2004-06-12,CENTRO OESTE,GOIAS,GASOLINA COMUM,395,R$/l,2.035,0.079,1.85,2.22,0.28,0.039,1.755,0.037,1.675,1.9347,0.021
110,9366,2004-06-06,2004-06-12,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,199,R$/l,2.364,0.078,2.19,2.64,0.459,0.033,1.905,0.071,1.763,2.12,0.037
111,9367,2004-06-06,2004-06-12,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,168,R$/l,2.138,0.088,1.949,2.33,0.317,0.0409999999999999,1.821,0.04,1.704,1.996,0.022
112,9368,2004-06-06,2004-06-12,NORDESTE,ALAGOAS,GASOLINA COMUM,106,R$/l,2.089,0.037,2.0,2.19,0.354,0.018,1.735,0.042,1.6153,1.8874,0.024
113,9369,2004-06-06,2004-06-12,NORDESTE,BAHIA,GASOLINA COMUM,481,R$/l,2.064,0.099,1.78,2.32,0.318,0.048,1.746,0.049,1.6384,1.9085,0.028
114,9370,2004-06-06,2004-06-12,NORDESTE,CEARA,GASOLINA COMUM,326,R$/l,2.147,0.078,1.93,2.34,0.33,0.036,1.817,0.035,1.7194,1.937,0.019
115,9371,2004-06-06,2004-06-12,NORDESTE,MARANHAO,GASOLINA COMUM,191,R$/l,2.082,0.104,1.7,2.4,0.35,0.05,1.732,0.046,1.5296,1.9195,0.027
116,9372,2004-06-06,2004-06-12,NORDESTE,PARAIBA,GASOLINA COMUM,145,R$/l,1.999,0.052,1.85,2.12,0.316,0.026,1.683,0.032,1.5887,1.764,0.019
117,9373,2004-06-06,2004-06-12,NORDESTE,PERNAMBUCO,GASOLINA COMUM,475,R$/l,2.014,0.063,1.83,2.26,0.28,0.031,1.734,0.042,1.67,2.0353,0.024
118,9374,2004-06-06,2004-06-12,NORDESTE,PIAUI,GASOLINA COMUM,103,R$/l,2.12,0.038,1.95,2.22,0.373,0.018,1.747,0.04,1.6742,1.9,0.023
119,9375,2004-06-06,2004-06-12,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,143,R$/l,1.949,0.06,1.79,2.09,0.228,0.031,1.721,0.037,1.6632,1.844,0.021
120,9376,2004-06-06,2004-06-12,NORDESTE,SERGIPE,GASOLINA COMUM,67,R$/l,1.988,0.0409999999999999,1.88,2.082,0.247,0.021,1.741,0.032,1.6744,1.8784,0.018
121,9377,2004-06-06,2004-06-12,NORTE,ACRE,GASOLINA COMUM,50,R$/l,2.437,0.163,2.25,2.85,0.601,0.067,1.836,0.054,1.715,1.9044,0.029
122,9378,2004-06-06,2004-06-12,NORTE,AMAPA,GASOLINA COMUM,48,R$/l,2.337,0.123,2.08,2.6,0.455,0.053,1.882,0.024,1.8531,1.9428,0.013
123,9379,2004-06-06,2004-06-12,NORTE,AMAZONAS,GASOLINA COMUM,130,R$/l,2.059,0.1,1.85,2.4,0.345,0.049,1.714,0.037,1.59,1.9,0.022
124,9380,2004-06-06,2004-06-12,NORTE,PARA,GASOLINA COMUM,203,R$/l,2.35,0.146,1.95,2.62,0.403,0.062,1.947,0.05,1.829,2.1175,0.026
125,9381,2004-06-06,2004-06-12,NORTE,RONDONIA,GASOLINA COMUM,105,R$/l,2.337,0.107,2.15,2.78,0.507,0.046,1.83,0.038,1.735,1.9322,0.021
126,9382,2004-06-06,2004-06-12,NORTE,RORAIMA,GASOLINA COMUM,51,R$/l,1.995,0.0289999999999999,1.9,2.04,0.331,0.015,1.664,0.055,1.465,1.708,0.033
127,9383,2004-06-06,2004-06-12,NORTE,TOCANTINS,GASOLINA COMUM,78,R$/l,2.105,0.102,1.84,2.28,0.345,0.048,1.76,0.051,1.651,1.8858,0.029
128,9384,2004-06-06,2004-06-12,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,317,R$/l,2.036,0.081,1.79,2.167,0.28,0.04,1.756,0.04,1.6301,1.9903,0.023
129,9385,2004-06-06,2004-06-12,SUDESTE,MINAS GERAIS,GASOLINA COMUM,1306,R$/l,2.005,0.098,1.768,2.274,0.276,0.049,1.729,0.046,1.17,1.91,0.027
130,9386,2004-06-06,2004-06-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,1091,R$/l,2.063,0.107,1.76,2.599,0.247,0.052,1.816,0.054,1.64,2.32425,0.03
131,9387,2004-06-06,2004-06-12,SUDESTE,SAO PAULO,GASOLINA COMUM,4138,R$/l,1.919,0.088,1.58,2.399,0.231,0.046,1.688,0.063,1.41,2.0946,0.037
132,9388,2004-06-06,2004-06-12,SUL,PARANA,GASOLINA COMUM,752,R$/l,2.001,0.073,1.7990000000000002,2.5,0.243,0.036,1.758,0.041,1.646,1.979,0.023
133,9389,2004-06-06,2004-06-12,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,819,R$/l,2.1590000000000003,0.119,1.789,2.359,0.33,0.055,1.829,0.051,1.706,2.0693,0.028
134,9390,2004-06-06,2004-06-12,SUL,SANTA CATARINA,GASOLINA COMUM,520,R$/l,2.085,0.066,1.79,2.2,0.332,0.032,1.753,0.044,1.65,2.124,0.025
135,9391,2004-06-13,2004-06-19,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,144,R$/l,2.037,0.054,1.84,2.08,0.29,0.027,1.747,0.03,1.68,2.01,0.017
136,9392,2004-06-13,2004-06-19,CENTRO OESTE,GOIAS,GASOLINA COMUM,391,R$/l,2.051,0.1009999999999999,1.8,2.319,0.296,0.049,1.755,0.034,1.68512,1.9,0.019
137,9393,2004-06-13,2004-06-19,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,198,R$/l,2.4130000000000003,0.11,2.039,2.74,0.509,0.046,1.904,0.069,1.797,2.1093,0.036
138,9394,2004-06-13,2004-06-19,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,181,R$/l,2.161,0.074,1.949,2.33,0.334,0.034,1.827,0.035,1.704,1.996,0.019
